Column1;Column2;Column3;Column4
वास;1;;remove
रहेकै;1;;remove
बाह्रै;1;;remove
बहन्छु;1;;remove
नासे;1;;remove
बढ्छु;1;;remove
सुरिलो;1;;remove
खिरिलो;1;;remove
धैर्यवान;1;;remove
चुरो;1;;remove
अग्नि;1;;remove
ज्वाला;1;;remove
मट्टितेल;1;;remove
सरिको;1;;remove
आङ;1;;remove
सत्र;1;;remove
पखेराहरूमा;1;;remove
गाछी;1;;remove
रहे;1;;remove
स्वरूप;1;;remove
पालुवामा;1;;remove
नयाँपन;1;;remove
त्वाँलो;1;;remove
सिउँदोमा;1;;remove
भरेकी;1;;remove
उनीलाई;1;;remove
कोरेकी;1;;remove
गुलाफबाट;1;;remove
चोरेकी;1;;remove
जानी;1;;remove
नजानी;1;;remove
सारी;1;;remove
बेरेकी;1;;remove
भिरेकी;1;;remove
सुनकेस्री;1;;remove
लाछामा;1;;remove
घेरेकी;1;;remove
स्वर्गबाट;1;;remove
झरेकी;1;;remove
सरेकी;1;;remove
अनमोल;1;;remove
छरेकी;1;;remove
सोमबारे;1;;remove
व्रत;1;;remove
पसेकी;1;;remove
दिलकै;1;;remove
रचेकी;1;;remove
महादेव;1;;remove
ठानेकी;1;;remove
जुनीको;1;;remove
सहयात्री;1;;remove
मानेकी;1;;remove
चुराले;1;;remove
बानेकी;1;;remove
शब्दमा;1;;remove
ठ्याक्कै;1;;remove
लगनगाँठो;1;;remove
त्यसैभित्र;1;;remove
मोडिन्छौ;1;;remove
मोडिन्छु;1;;remove
फर्किहेर्छु;1;;remove
आघातमा;1;;remove
साहसी;1;;remove
विश्वासघातमा;1;;remove
दिनभरि;1;;remove
हेर्छौं;1;;remove
भोग्छौँ;1;;remove
सम्बन्धका;1;;remove
आफैँभित्र;1;;remove
लगनगाँठोभित्र;1;;remove
चरित्र;1;;remove
परिपूर्तिको;1;;remove
निःशुल्क;1;;remove
भोजन;1;;remove
होडबाजीको;1;;remove
प्रतिष्ठाको;1;;remove
ओजन;1;;remove
बेचिएर;1;;remove
मभित्र;1;;remove
पस्छिन्;1;;remove
त्रासमै;1;;remove
मूल्यले;1;;remove
तिर्न;1;;remove
चलनचल्ती;1;;remove
दायित्वकै;1;;remove
नामले;1;;remove
भस्म;1;;remove
कुरीति;1;;remove
कुसंस्कारको;1;;remove
दृश्यहीन;1;;remove
देखावटी;1;;remove
गोडेर;1;;remove
संरक्षणमा;1;;remove
मक्ख;1;;remove
परिरहन्छिन्;1;;remove
सल्लाहमा;1;;remove
गरिरहन्छिन्;1;;remove
उखान;1;;remove
टुक्का;1;;remove
अन्धविश्वासले;1;;remove
कलङ्कित;1;;remove
बाट;1;;remove
बराबरको;1;;remove
लगनगाँठोमा;1;;remove
लागेकी;1;;remove
आफ्नीलाई;1;;remove
कस्छिन्;1;;remove
साझेदारमा;1;;remove
वेदै;1;;remove
सद्ज्ञानमा;1;;remove
स्तूतीमा;1;;remove
रमने;1;;remove
जानेर;1;;remove
ऋग्वेदमा;1;;remove
शुक्लै;1;;remove
यज्ञादि;1;;remove
स्रोत्शास्त्रमा;1;;remove
सङ्गीतै;1;;remove
छस्रोत;1;;remove
साम्वेदमा;1;;remove
प्रविधी;1;;remove
अथर्व;1;;remove
वेदैमा;1;;remove
कर्मैकाण्ड;1;;remove
पढोस्;1;;remove
सङ्गीतको;1;;remove
स्रोतमा;1;;remove
स्तूती;1;;remove
प्रार्थनमा;1;;remove
वैदिक्;1;;remove
व्यास;1;;remove
तबको;1;;remove
कर्मै;1;;remove
योग;1;;remove
सीपै;1;;remove
रामायण्;1;;remove
आदर्शमा;1;;remove
माहाभारतमा;1;;remove
राज्नीति;1;;remove
विश्वै;1;;remove
मत्स्यै;1;;remove
कूर्म;1;;remove
वराह;1;;remove
नारद;1;;remove
शिवै;1;;remove
ब्रह्माण्डदेवी;1;;remove
मार्कण्डेय;1;;remove
भागवत;1;;remove
वैवर्तमा;1;;remove
लिङ्गैवामनस्कन्द;1;;remove
विष्णुपदमै;1;;remove
ब्रह्मै;1;;remove
वंशमा;1;;remove
अश्वैघोष;1;;remove
कालिदास;1;;remove
दण्डी;1;;remove
रिमालै;1;;remove
शेक्पीयर्;1;;remove
इलियड्;1;;remove
भरत्मुनि;1;;remove
वाणै;1;;remove
साहित्यमा;1;;remove
रोमीयो;1;;remove
जुलियट्;1;;remove
नाट्य;1;;remove
ओडीसि;1;;remove
वड्स्वर्थमा;1;;remove
पूर्वैपश्चिम;1;;remove
चर्चितै;1;;remove
प्रसादै;1;;remove
शुद्धै;1;;remove
व्याकरणै;1;;remove
साङ्ख्य;1;;remove
निबन्ध;1;;remove
ज्योतीष;1;;remove
अस्तित्वमा;1;;remove
पढौँ;1;;remove
उपनिष्;1;;remove
गम्भीरमा;1;;remove
आकाशै;1;;remove
प्रकृती;1;;remove
जनका;1;;remove
भोगै;1;;remove
लाभै;1;;remove
मोक्ष;1;;remove
प्राचीन;1;;remove
नामै;1;;remove
प्रबन्ध;1;;remove
उपन्यास्;1;;remove
न्यायै;1;;remove
थन्क्यायौँ;1;;remove
षटदर्श;1;;remove
वेदान्तमा;1;;remove
अम्मर्;1;;remove
कोश;1;;remove
रिमाल;1;;remove
मित्रादिमा;1;;remove
सम्पदा;1;;remove
हर्दम्;1;;remove
ल्याटिन्;1;;remove
ग्रिक्अनि;1;;remove
संस्कृतै;1;;remove
जननि;1;;remove
कान्छो;1;;remove
बानि;1;;remove
बसाल्नु;1;;remove
माधुर्य;1;;remove
समेट;1;;remove
सौन्दर्यमा;1;;remove
अबको;1;;remove
पना;1;;remove
विषयै;1;;remove
नभूल;1;;remove
विश्वैमा;1;;remove
स्रोत;1;;remove
बिहानीसँगै;1;;remove
रक्तिम;1;;remove
भाषामा;1;;remove
छन्द;1;;remove
माधुर्यको;1;;remove
उदाएथ्यौ;1;;remove
आषाढ;1;;remove
गते;1;;remove
उमार्दै;1;;remove
लेखियौ;1;;remove
वरदपुत्र;1;;remove
व्यञ्जनहरूमा;1;;remove
जल्दछ;1;;remove
वरदान;1;;remove
पुजिन्थ्यौ;1;;remove
धरातलभरिमा;1;;remove
श्रेष्ठ;1;;remove
पढिन्थे;1;;remove
गुणगानहरू;1;;remove
सुनिन्थे;1;;remove
दिनका;1;;remove
कुनाकुनाहरूमा;1;;remove
नवयुगको;1;;remove
शुभसन्देश;1;;remove
आस्थाहरूमा;1;;remove
सुनिन्थ्यौ;1;;remove
भावका;1;;remove
छन्दहरूमा;1;;remove
रम्दथ्यो;1;;remove
कवयित्रीका;1;;remove
मनमन्दिरहरूमा;1;;remove
ढल्किएपछि;1;;remove
गृष्म;1;;remove
लीला;1;;remove
फर्किएपछि;1;;remove
फुर्दथे;1;;remove
पङ्क्तिहरू;1;;remove
गाउँदेखि;1;;remove
सहरसम्म;1;;remove
सहरदेखि;1;;remove
फुल्दथे;1;;remove
वनझैँ;1;;remove
सुनाखरीहरू;1;;remove
कल्पनाका;1;;remove
धाराप्रवाह;1;;remove
सिर्जनाहरूमा;1;;remove
करुणा;1;;remove
रसका;1;;remove
रामायणका;1;;remove
कोकिल;1;;remove
कण्ठ;1;;remove
आस्थाहरू;1;;remove
सेक्सपियर;1;;remove
मिल्टनहरू;1;;remove
विरासत;1;;remove
अस्ताइसकेका;1;;remove
देवकोटा;1;;remove
मोतीरामहरू;1;;remove
एक्काइसौँ;1;;remove
शताब्दीका;1;;remove
बिपनाको;1;;remove
देख्दै;1;;remove
स्मरण;1;;remove
रहोस्;1;;remove
पुर्खा;1;;remove
तान्छौँ;1;;remove
सम्झन्छन्;1;;remove
रावणको;1;;remove
वध;1;;remove
गराएर;1;;remove
विजयको;1;;remove
सुनाउने;1;;remove
बधूशिक्षामा;1;;remove
बधूलाई;1;;remove
उपदेशका;1;;remove
सुनाउँथ्यो;1;;remove
जवानीमा;1;;remove
सीताको;1;;remove
प्रेमप्रमोद;1;;remove
पश्चिमी;1;;remove
प्रभावका;1;;remove
शिखण्डीहरूले;1;;remove
मेट्दै;1;;remove
शालीन;1;;remove
मूर्तिका;1;;remove
आवरणमा;1;;remove
मधुरो;1;;remove
चित्रजस्तो;1;;remove
सावित्री;1;;remove
सत्यवानको;1;;remove
प्रेमकहानी;1;;remove
पारे;1;;remove
धर्मयुद्धमा;1;;remove
चक्रव्यूहमा;1;;remove
पारिएको;1;;remove
पाण्डव;1;;remove
पुत्र;1;;remove
अभिमन्युजस्तो;1;;remove
यात्रुका;1;;remove
सहजतामा;1;;remove
पुजिने;1;;remove
बरी;1;;remove
भाषाका;1;;remove
शक्तिका;1;;remove
वृहस्पति;1;;remove
सुरश्मि;1;;remove
उदाउँदा;1;;remove
जीवनलीला;1;;remove
अबलाहरू;1;;remove
विम्बहरूका;1;;remove
इन्द्रियहरूमा;1;;remove
अडिएर;1;;remove
भोलिका;1;;remove
बिहानहरू;1;;remove
सम्झाउने;1;;remove
सपनाहरूमा;1;;remove
धावा;1;;remove
बोलिँदै;1;;remove
पुस्तान्तर;1;;remove
विवेकहरूमा;1;;remove
झर्दछौँ;1;;remove
पालुवाले;1;;remove
झार्छ;1;;remove
आउनेहरूजानेहरू;1;;remove
मधुशालाको;1;;remove
चुमी;1;;remove
गुलाबी;1;;remove
अधरहरू;1;;remove
पारून्;1;;remove
रित्ता;1;;remove
ग्लासहरूको;1;;remove
तरुण;1;;remove
किनारको;1;;remove
निषेधित;1;;remove
गरून्;1;;remove
जलकुम्भिकाहरू;1;;remove
आफुमाथि;1;;remove
राखिएका;1;;remove
चिसा;1;;remove
डोबहरू;1;;remove
बगिरहोस्;1;;remove
निधीवनको;1;;remove
तरुणतपसीहरूलाई;1;;remove
बजिरहोस्;1;;remove
नौरंगी;1;;remove
बाँसुरी;1;;remove
तीरि;1;;remove
रि;1;;remove
फाँट;1;;remove
रोमियो;1;;remove
जुलियट;1;;remove
मधुरता;1;;remove
लयलामज्नुन;1;;remove
सुमधुरता;1;;remove
दुश्यन्तशाकुन्तलाको;1;;remove
कोमलता;1;;remove
मुनामदन;1;;remove
सुन्दरता;1;;remove
राधा;1;;remove
कृष्णको;1;;remove
अद्भुत;1;;remove
सरगम;1;;remove
धर्तिमा;1;;remove
ठाडो;1;;remove
तारिफ;1;;remove
मनुले;1;;remove
छाक;1;;remove
त्याग;1;;remove
चाला;1;;remove
विलास;1;;remove
रम्छ;1;;remove
सुखको;1;;remove
पृथिवी;1;;remove
धर्ति;1;;remove
देखाउने;1;;remove
मनुका;1;;remove
झुल्कने;1;;remove
अल्पिने;1;;remove
मनुष्य;1;;remove
लेख्नै;1;;remove
चलाउने;1;;remove
ब्रह्मा;1;;remove
अडिन्छ;1;;remove
गुरू;1;;remove
हर्ता;1;;remove
कर्ता;1;;remove
कर्मपद्धति;1;;remove
ज्ञाता;1;;remove
महापुरुष;1;;remove
समाइरहेकी;1;;remove
वैरी;1;;remove
हातबाटै;1;;remove
च्वाट्टै;1;;remove
चुँडेर;1;;remove
निसन्तान;1;;remove
क्षणमा;1;;remove
छट्पटाईछट्पटाई;1;;remove
रोएर;1;;remove
परिरहिथिन्;1;;remove
तुवाँलो;1;;remove
च्याप्प;1;;remove
समातिन्;1;;remove
मभन्दा;1;;remove
आएपछि;1;;remove
तहसनहस;1;;remove
मेरोलागि;1;;remove
शिशामा;1;;remove
ढुङ्गाले;1;;remove
झर्याम्म;1;;remove
फुटेसरह;1;;remove
लागिराख्या;1;;remove
बोलाइराख्या;1;;remove
गुञ्जायमान;1;;remove
भइराख्या;1;;remove
झस्काइदिन्छ;1;;remove
भनिराख्याथिन्;1;;remove
बुनेको;1;;remove
इच्छाआकाङ्क्षाको;1;;remove
बनाइदियो;1;;remove
चुँडियो;1;;remove
भाँचिए;1;;remove
बोटै;1;;remove
उखेलियो;1;;remove
कस्ती;1;;remove
बचाउन;1;;remove
दर्बिलो;1;;remove
थ्यो;1;;remove
बर्बराइराख्या;1;;remove
नामनिशाना;1;;remove
चिनोबानो;1;;remove
बुझाऊँ;1;;remove
चीज;1;;remove
आफूसँगै;1;;remove
राखौँ;1;;remove
प्रभु;1;;remove
कल्याण;1;;remove
लग्यौ;1;;remove
छोरीसँगै;1;;remove
लैजाऊभन्दै;1;;remove
उछिट्याएँ;1;;remove
बाहिरिनुको;1;;remove
मामामाइजू;1;;remove
भिनाजु;1;;remove
लगायत;1;;remove
आफूभन्दा;1;;remove
ठुलाबडासँग;1;;remove
भूमिबाट;1;;remove
दिँदैन;1;;remove
आएसी;1;;remove
नेपालका;1;;remove
साथीले;1;;remove
तिमीहरूको;1;;remove
आउँछौ;1;;remove
अकमक्क;1;;remove
उत्तरमा;1;;remove
कुराहरूमा;1;;remove
अनभिज्ञ;1;;remove
भूटानबाट;1;;remove
लखेटिँदा;1;;remove
कोहीबाट;1;;remove
सोधाइको;1;;remove
थलोमा;1;;remove
सन्तानलाई;1;;remove
राखियो;1;;remove
हजुरबा;1;;remove
कुप्रा;1;;remove
हजुरबाहरूले;1;;remove
खियाएर;1;;remove
खाँबा;1;;remove
बनाएका;1;;remove
साँचेका;1;;remove
शिविरको;1;;remove
दायरामा;1;;remove
प्रश्नहरू;1;;remove
उब्जिन्छन्;1;;remove
विदेशमा;1;;remove
आफ्नू;1;;remove
लिपिँदैन;1;;remove
छुँदैन;1;;remove
रोटेपिङ;1;;remove
टीका;1;;remove
सिउरिने;1;;remove
जमरा;1;;remove
मिलीजुली;1;;remove
खान्छौँ;1;;remove
चाडबाड;1;;remove
चढेँ;1;;remove
बगैँचाको;1;;remove
पोखिँदै;1;;remove
छुपोखिँदै;1;;remove
आफैसँग;1;;remove
दुखेर;1;;remove
स्तब्धतालाई;1;;remove
भङ्ग;1;;remove
चिच्याउँछु;1;;remove
हताश;1;;remove
ओठ;1;;remove
थर्थराईरहदा;1;;remove
भाइले;1;;remove
रगतका;1;;remove
घव्वा;1;;remove
खुट्टाका;1;;remove
चेपमा;1;;remove
देखाइरहेको;1;;remove
पोतिएछ;1;;remove
रङ्गिँदै;1;;remove
पिडाले;1;;remove
खाग;1;;remove
आइपुगिन्;1;;remove
च्यार्रर;1;;remove
फ्याँकिदिँदा;1;;remove
टुक्रामा;1;;remove
क्यानभास;1;;remove
मान्दै;1;;remove
क्यानभासलाई;1;;remove
पुण्यको;1;;remove
बर्बराईरह्की;1;;remove
खोजी;1;;remove
दबिएको;1;;remove
चोइटिएर;1;;remove
टुक्राटुक्रा;1;;remove
इन्द्रेणीका;1;;remove
रातलाई;1;;remove
हट्दै;1;;remove
आकृतिहरू;1;;remove
अन्धकारको;1;;remove
भुमरीमा;1;;remove
धकेल्दिए;1;;remove
निसास्सिएर;1;;remove
ताराहरूसँग;1;;remove
घण्टौँ;1;;remove
गर्थेँ;1;;remove
गोठबाट;1;;remove
गाईहरूले;1;;remove
हेरि;1;;remove
रहन्थे;1;;remove
गाईहरूलाई;1;;remove
भक्कानियो;1;;remove
रसायो;1;;remove
आशुमा;1;;remove
चिच्याउँथे;1;;remove
नछुने;1;;remove
पोखिएँ;1;;remove
आजको;1;;remove
लेख्दैछु;1;;remove
चाहन्थेँ;1;;remove
टाउकै;1;;remove
माथिबाट;1;;remove
मायालु;1;;remove
सरर्र;1;;remove
बहँदै;1;;remove
टाकुराको;1;;remove
सल्लाको;1;;remove
युवायुवतीहरू;1;;remove
कुराले;1;;remove
मदहोश;1;;remove
कामुक;1;;remove
बहने;1;;remove
आउँथ्यो;1;;remove
केसराशी;1;;remove
अनुहारभरि;1;;remove
हृदयभरि;1;;remove
मादकता;1;;remove
भर्थ्यो;1;;remove
इन्द्रको;1;;remove
बाटिकामा;1;;remove
कम्मर;1;;remove
मर्काउँदै;1;;remove
गरेकी;1;;remove
उर्वशीलाई;1;;remove
टोहोलाउँथे;1;;remove
मुस्कुराउँथ्यौ;1;;remove
समुद्रमाथि;1;;remove
उडाएको;1;;remove
शरीरले;1;;remove
वहन;1;;remove
मुटुले;1;;remove
ज्वालो;1;;remove
रुझेका;1;;remove
प्रदूषणहीन;1;;remove
भइदेओस्;1;;remove
दब्यो;1;;remove
भासियौ;1;;remove
समात्न;1;;remove
प्रचण्डतासँगै;1;;remove
हुत्तिएँ;1;;remove
ग्यास;1;;remove
निस्कँदै;1;;remove
मनैले;1;;remove
नियालेँ;1;;remove
जल्दै;1;;remove
जम्यो;1;;remove
पराभौतिकीसँग;1;;remove
वैज्ञानिकहरूले;1;;remove
छलेका;1;;remove
यतिन्जेल;1;;remove
तापमान;1;;remove
वृद्धि;1;;remove
ध्रुवीय;1;;remove
हिमपिण्डको;1;;remove
पग्लाई;1;;remove
गृह;1;;remove
झुटा;1;;remove
अनन्तताभित्र;1;;remove
जलेको;1;;remove
मिल्यो;1;;remove
वायुमण्डल;1;;remove
सुतिरहेकीछ्यौ;1;;remove
अचलायमान;1;;remove
मुस्कुराए;1;;remove
सगर;1;;remove
डढेको;1;;remove
स्वाल्बार्डको;1;;remove
टापुमा;1;;remove
पग्लँदै;1;;remove
हिउँमा;1;;remove
हिमभालु;1;;remove
माउन्ट;1;;remove
पिनाटुबो;1;;remove
विस्फोटन;1;;remove
पश्चातको;1;;remove
सूर्यास्त;1;;remove
उठ;1;;remove
उत्तरध्रुवीय;1;;remove
छाम्न;1;;remove
खेलाउन;1;;remove
उड्दै;1;;remove
हिमपातसँगै;1;;remove
बगाउने;1;;remove
टोहोलाइरहेको;1;;remove
आइपुगेकी;1;;remove
क्यानडाको;1;;remove
हार्सचेल;1;;remove
टापुबाट;1;;remove
वृद्धा;1;;remove
भ्रममा;1;;remove
पग्लनेछ;1;;remove
निस्किने;1;;remove
चिहानभित्रका;1;;remove
पितापुर्खाका;1;;remove
चीत्कारसँग;1;;remove
भागिरहेछु;1;;remove
कालदेखि;1;;remove
भाग्ने;1;;remove
रोटी;1;;remove
मुछेको;1;;remove
झर्न;1;;remove
वृद्धाले;1;;remove
लासले;1;;remove
बग्यौ;1;;remove
चिरिएँ;1;;remove
हीनताबोधले;1;;remove
किङ्कर्तव्यविमूढताले;1;;remove
भयलेत्रासले;1;;remove
बिम्ब;1;;remove
ग्रहको;1;;remove
सुविधा;1;;remove
सम्पन्न;1;;remove
नमुना;1;;remove
सहकर्मीहरूले;1;;remove
वर्षको;1;;remove
भगीरथ;1;;remove
प्रयासबाट;1;;remove
समुद्रीतलसम्म;1;;remove
चट्टानको;1;;remove
ल्याएछन्;1;;remove
भरिए;1;;remove
अक्सिजन;1;;remove
आइसोटोपहरूको;1;;remove
तुलनात्मक;1;;remove
गह्रौँ;1;;remove
धातुको;1;;remove
रेडियोधर्मी;1;;remove
क्षयको;1;;remove
भेटिरहेछु;1;;remove
गर्यौ;1;;remove
कार्य;1;;remove
गर्नुछ;1;;remove
कणकण;1;;remove
बितेका;1;;remove
करोडौँ;1;;remove
वर्षहरूमा;1;;remove
सकेन;1;;remove
अङ्गप्रत्यङ्ग;1;;remove
पृथ्वीमा;1;;remove
प्रमाणित;1;;remove
कमसेकम;1;;remove
हिमयुगहरूको;1;;remove
उतार्नु;1;;remove
करिब;1;;remove
लाख;1;;remove
वर्षअघि;1;;remove
हिमयुगको;1;;remove
गतिकी;1;;remove
लगाउनु;1;;remove
वर्षपछि;1;;remove
भेटिएकी;1;;remove
बाँचेकी;1;;remove
ग्रहमासमेत;1;;remove
छङ्छङ्;1;;remove
छहराले;1;;remove
अम्लीकरण;1;;remove
विस्फोटक;1;;remove
मत्स्य;1;;remove
आदिको;1;;remove
एम्बुसबाट;1;;remove
मर्दैछ्यौ;1;;remove
तापेर;1;;remove
रक्तरञ्जित;1;;remove
आरोहण;1;;remove
बेस;1;;remove
क्याम्पको;1;;remove
तैरँदै;1;;remove
मारिरहेँ;1;;remove
अणु;1;;remove
परमाणुको;1;;remove
रूपान्तरणमा;1;;remove
तरल;1;;remove
तप्पतप्प;1;;remove
नुनिला;1;;remove
थोपाहरूमा;1;;remove
रित्याउँदै;1;;remove
थोपामा;1;;remove
अन्त्यसँगै;1;;remove
नियालिरहेँ;1;;remove
पत्रपत्र;1;;remove
नियाल्दै;1;;remove
शून्यतामा;1;;remove
हराउँछु;1;;remove
रहस्यको;1;;remove
आविष्कार―;1;;remove
प्रतिक्रिया;1;;remove
यादको;1;;remove
आइरहने;1;;remove
छल्किरहन्छ;1;;remove
मूल्यहीन;1;;remove
थोपाहरू;1;;remove
आँखासम्म;1;;remove
बगिरहन्छन्;1;;remove
बढिरहेछ;1;;remove
राप;1;;remove
उपचार;1;;remove
भइहाल्छ;1;;remove
जहाँबाट;1;;remove
दर्दको;1;;remove
दन्किरहन्छ;1;;remove
उपचारमा;1;;remove
संलग्न;1;;remove
अभिलासा;1;;remove
पीडादेखि;1;;remove
रुँदिन;1;;remove
जस्तोसुकै;1;;remove
खोलो;1;;remove
खोलोमा;1;;remove
मिसिएर;1;;remove
हराउँछ;1;;remove
माछालाई;1;;remove
निलेर;1;;remove
माछाले;1;;remove
दर्दमा;1;;remove
एकाकार;1;;remove
खुट्टामा;1;;remove
दन्किँदो;1;;remove
लगाऊ;1;;remove
दुखिरहेको;1;;remove
पहिचानमा;1;;remove
मलम;1;;remove
निकालिदेऊ;1;;remove
निरङ्कुशलताले;1;;remove
गाडेका;1;;remove
किला;1;;remove
अवशेषहरू;1;;remove
हटाइदेऊ;1;;remove
विवशता;1;;remove
अकर्मण्यताले;1;;remove
भिराइदिएका;1;;remove
भविष्यहरू;1;;remove
छातीभरि;1;;remove
विश्वले;1;;remove
चिन्ला;1;;remove
चुक्दिन;1;;remove
झुक्दिन;1;;remove
गोडालाई;1;;remove
चिर्छौ;1;;remove
चिच्याउँदिन;1;;remove
शकुनीको;1;;remove
छाडिसकेँ;1;;remove
वैरीको;1;;remove
टाढिइसकेँ;1;;remove
काटिसकेँ;1;;remove
आत्तिनु;1;;remove
कमाउँदै;1;;remove
पाउ;1;;remove
घाउले;1;;remove
सेक्छ;1;;remove
दुख्दैन;1;;remove
सिक्न;1;;remove
नत्र;1;;remove
मुस्कुराइरहेछौ;1;;remove
गोडाको;1;;remove
पाउहरूले;1;;remove
पाइतालाहरूले;1;;remove
गर्वका;1;;remove
टेक्नलाई;1;;remove
नीद;1;;remove
चोरेका;1;;remove
बुझ्दै;1;;remove
आँकुराहरू;1;;remove
साउती;1;;remove
आउनेछ;1;;remove
काढेर;1;;remove
झ्याउँझ्याउँ;1;;remove
गरिराछन्;1;;remove
पालनपोषण;1;;remove
झिँजो;1;;remove
नमानी;1;;remove
बिताइरहेछु;1;;remove
धरातलको;1;;remove
टुटाएर;1;;remove
बन्ध्याकरण;1;;remove
गरिदिऊँ;1;;remove
स्पात;1;;remove
बाँझोमाथि;1;;remove
मच्चाउने;1;;remove
छादेको;1;;remove
हृदयाघातको;1;;remove
नाच्नेहरूलाई;1;;remove
बधाईशुभकामना;1;;remove
दिन्थेँ;1;;remove
भकुन्डे;1;;remove
मैदान;1;;remove
प्रलयलाई;1;;remove
गर्नै;1;;remove
अठोट;1;;remove
साधनाको;1;;remove
भ्रूण;1;;remove
साधना;1;;remove
पसल;1;;remove
दुखाइ;1;;remove
कठिनाइ;1;;remove
घाउको;1;;remove
शीतलतामा;1;;remove
हिमपात;1;;remove
वर्षातमा;1;;remove
बबन्डर;1;;remove
हरिकेन;1;;remove
विस्फोट;1;;remove
रुवाइले;1;;remove
बाँदर;1;;remove
उठीउठी;1;;remove
खुवायौ;1;;remove
बँचायौ;1;;remove
जान्दछु;1;;remove
कमाउँछु;1;;remove
बनाउँछु;1;;remove
संरक्षक;1;;remove
पुछ्न;1;;remove
पाखुराहरूमा;1;;remove
खुँडा;1;;remove
खुकुरी;1;;remove
त्रिशूल;1;;remove
भाला;1;;remove
शङ्ख;1;;remove
चक्र;1;;remove
डमरु;1;;remove
तलवार;1;;remove
रोइसक्यौ;1;;remove
दुखाइलाई;1;;remove
कुल्चिँदै;1;;remove
मान्दैछ;1;;remove
पासो;1;;remove
फ्याँक्दैछ;1;;remove
भिरबाट;1;;remove
किनार;1;;remove
बालुवामा;1;;remove
गाड्दैछ;1;;remove
रगताम्य;1;;remove
झाडीमा;1;;remove
फ्याँकी;1;;remove
मरीमरी;1;;remove
हाँस्दैछ;1;;remove
घाउमा;1;;remove
किरा;1;;remove
स्याउँस्याउँती;1;;remove
पाकेर;1;;remove
पिप;1;;remove
ढाक्यो;1;;remove
मनाउँदैछ;1;;remove
चेपबाट;1;;remove
हिमालको;1;;remove
टाकुराबाट;1;;remove
सतहबाट;1;;remove
झर्नाको;1;;remove
वेगबाट;1;;remove
तराईको;1;;remove
फाँटबाट;1;;remove
कठिनाइले;1;;remove
पिसाचको;1;;remove
अप्ठ्याराहरू;1;;remove
परुन्;1;;remove
कुम्भकर्णझैँ;1;;remove
खित्का;1;;remove
छोड्दैछ;1;;remove
खिल्ली;1;;remove
उडाइरहेछ;1;;remove
दर्दबाट;1;;remove
कारुणिक;1;;remove
विकराल;1;;remove
जगटा;1;;remove
नङ;1;;remove
धुवाँ;1;;remove
हटाएर;1;;remove
तोडेर;1;;remove
निस्केको;1;;remove
बज्रको;1;;remove
भत्काउनु;1;;remove
सुनिस्;1;;remove
सौम्य;1;;remove
प्रेरक;1;;remove
सिर्जना;1;;remove
धागो;1;;remove
उडाउँदै;1;;remove
बाफदार;1;;remove
कुरासँगै;1;;remove
पिउँदै;1;;remove
इज्जतमाथि;1;;remove
थपडी;1;;remove
पलले;1;;remove
सताउने;1;;remove
दुख्न;1;;remove
तस्बिरले;1;;remove
बोलायो;1;;remove
सम्झिनु;1;;remove
सन्ध्या;1;;remove
मस्काउँछ;1;;remove
हाँगापातहरू;1;;remove
रहन्छन्;1;;remove
चिरबिरे;1;;remove
आवाजसँगै;1;;remove
तीता;1;;remove
वेगसँगै;1;;remove
झ्यालनेर;1;;remove
ढोकाको;1;;remove
छेउनेर;1;;remove
पर्खिरहने;1;;remove
नतर्सिनु;1;;remove
पर्नै;1;;remove
छायाले;1;;remove
छायाको;1;;remove
रमाइरहेकी;1;;remove
हुनेछौ;1;;remove
माउले;1;;remove
खोजे;1;;remove
हराउँछौ;1;;remove
आफन्ततिर;1;;remove
बैँसमा;1;;remove
ओढेका;1;;remove
सिरक;1;;remove
उमेरमा;1;;remove
सम्झिनेछौ;1;;remove
लट्ठीको;1;;remove
छहारीले;1;;remove
अटुट;1;;remove
टाढिएको;1;;remove
आओस्;1;;remove
सताइरहेछ;1;;remove
महिनौँदेखि;1;;remove
मारी;1;;remove
अदालतमा;1;;remove
दिएसरि;1;;remove
उभ्याउँछु;1;;remove
लिन्छ;1;;remove
मृतात्माको;1;;remove
बोल्नै;1;;remove
उससँग;1;;remove
फुर्सत;1;;remove
हतारोमा;1;;remove
हाँडीमा;1;;remove
पड्के;1;;remove
बोलिसक्यो;1;;remove
ठेली;1;;remove
तुहिसक्यो;1;;remove
महामहिम;1;;remove
माननीय;1;;remove
अमुक;1;;remove
खोजिनँ;1;;remove
चुहाइनँ;1;;remove
रोटोमै;1;;remove
गिट्ठाभ्याकुर;1;;remove
लहरिएको;1;;remove
वेश्यालयमा;1;;remove
अबला;1;;remove
कुमारीलाई;1;;remove
निमोठेझैँ;1;;remove
नङ्ग्याइयो;1;;remove
खट्कुँलामा;1;;remove
भतेर;1;;remove
पाक्यो;1;;remove
धेरैका;1;;remove
चिन्ह;1;;remove
थपिए;1;;remove
बेमौसमी;1;;remove
झुलेझैँ;1;;remove
कायरको;1;;remove
फक्रियो;1;;remove
छुट्टिँदा;1;;remove
बगिरहेछु;1;;remove
उड्छु;1;;remove
श्वेत;1;;remove
दुहिन्छु;1;;remove
लैनो;1;;remove
झस्क्याउँ;1;;remove
कार्यक्षेत्रमा;1;;remove
देखिरहेछ;1;;remove
तमासा;1;;remove
व्याप्त;1;;remove
होडबाजी;1;;remove
वस्त्रको;1;;remove
